"ALTERNATE_NAMES","SEGMENT","anterior","labial","back","high","ATR","lateral","distributed","LONG","spread","low","syllabic","continuant","nasal","sonorant","coronal","tense","constr","vocalic","strident","EXTRA","consonantal","voice","round"
"tir","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tir","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tir","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tir","tʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"tiv","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tiv","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tiv","ᵑɡ","-","-","+","+","0","0","0","-","-","-","-","-","+","-","-","-","-","-","-","-","+","+","-"
"tiv","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tiv","ɡ͡b","+","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tiv","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tiv","ᵐb","+","+","-","-","0","0","+","-","-","-","-","-","+","-","-","-","-","-","-","-","+","+","-"
"tiv","dz","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tiv","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tiv","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tiv","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tiv","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tiv","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tiv","ⁿdʒ","-","-","-","+","0","-","+","-","-","-","-","-","+","-","+","-","-","-","+","-","+","+","-"
"tiv","k͡p","+","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tiv","ⁿd","+","-","-","-","0","-","-","-","-","-","-","-","+","-","+","-","-","-","-","-","+","+","-"
"tkl","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkl","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkl","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tkr","t̪ʷ","+","+","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","+"
"tkr","pː","+","+","-","-","0","0","+","+","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkr","qʷʼ","-","+","+","-","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","+"
"tkr","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tkr","d̪z̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tkr","kʲ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkr","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tkr","ɡʲ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tkr","kʼ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tkr","tʃʼ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"tkr","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tkr","t̪s̪ʼ","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"tkr","pʼ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tkr","tʃʷ","-","+","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","+"
"tkr","qˤ","-","-","+","-","0","0","0","-","-","+","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkr","t̪ʼ","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"tkr","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tkr","ɢ","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tkr","ɢˤ","-","-","+","-","0","0","0","-","-","+","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tkr","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tkr","qː","-","-","+","-","0","0","0","+","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkr","d̪ʲ","+","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tkr","kː","-","-","+","+","0","0","0","+","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkr","tʃʷʼ","-","+","-","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","+"
"tkr","qˤʼ","-","-","+","-","0","0","0","-","-","+","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tkr","t̪s̪ː","+","-","-","-","0","-","+","+","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tkr","t̪ː","+","-","-","-","0","-","+","+","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tkr","t̪s̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tkr","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tkr","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkr","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkr","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tkr","qʼ","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tkr","qʷ","-","+","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","+"
"tlc","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tlc","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tlc","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tlc","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tlc","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tlc","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tly","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tly","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tly","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tly","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tly","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tly","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tly","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tly","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tna","kʷ","-","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","+"
"tna","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tna","ʈʂ","-","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tna","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tna","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tna","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tna","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tna","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tnk","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tnk","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tnk","kʷ","-","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","+"
"tnk","pʷ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","+"
"tnk","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tob","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tob","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tob","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tob","ʛ","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","+","-","-","-","+","+","-"
"tob","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tob","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tob","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tob","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"toj","tzʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"toj","kʼ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"toj","tʃʼ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"toj","tz","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"toj","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"toj","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"toj","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"toj","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"toj","bʼ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","+","-"
"toj","tʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"tpi","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tpi","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tpi","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tpi","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tpi","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tpi","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tpi","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tpi","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tqq","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tqq","ɖ","-","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tqq","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"tqq","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tqq","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tqq","t̪ʰ","+","-","-","-","0","-","+","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"tqq","ɢ","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tqq","ʄ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","+","-","-","-","+","+","-"
"tqq","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tri","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tri","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tri","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tsi","kʷ","-","+","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","+"
"tsi","kʼ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tsi","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tsi","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tsi","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tsi","dz","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tsi","kʼʷ","-","+","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","+"
"tsi","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tsi","tsʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"tsi","q","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tsi","pʼ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tsi","qʼ","-","-","+","-","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tsi","tʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"tsn","tsʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"tsn","kʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"tsn","ǃ","+","-","+","+","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tsn","ǂ","-","-","+","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tsn","ǁ","+","-","+","+","0","+","0","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tsn","ǀ","+","-","+","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tsn","kʼ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tsn","tʃʼ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"tsn","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tsn","tʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"tsn","tʃʰ","-","-","-","+","0","-","+","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"tsn","tlʼ","+","-","-","-","0","+","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"tsn","tlʰ","+","-","-","-","0","+","-","-","+","-","-","-","-","-","+","+","-","-","-","-","+","-","-"
"tsn","ʘ","+","+","+","+","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tsn","tʼ","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","+","+","-","-","-","+","-","-"
"tsn","kxʰ","-","-","+","+","0","0","0","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"tsn","nǀ","+","-","+","+","0","-","+","-","-","-","-","-","+","-","+","0","-","-","-","-","+","-","-"
"tsn","tsʰ","+","-","-","-","0","-","-","-","+","-","-","-","-","-","+","+","-","-","+","-","+","-","-"
"tsn","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tsn","nǁ","+","-","+","+","0","+","0","-","-","-","-","-","+","-","+","0","-","-","-","-","+","-","-"
"tsn","pʼ","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","+","+","-","-","-","+","-","-"
"tsn","pʰ","+","+","-","-","0","0","+","-","+","-","-","-","-","-","-","+","-","-","-","-","+","-","-"
"tuk","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tuk","ts","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tuk","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tuk","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tuk","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tuk","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tuk","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tuk","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tuk","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tur","d̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tur","t̪","+","-","-","-","0","-","+","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tur","dʒ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","+","-"
"tur","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tur","tʃ","-","-","-","+","0","-","+","-","-","-","-","-","-","-","+","0","-","-","+","-","+","-","-"
"tur","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tur","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tur","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tuv","ɟ","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tuv","ɡ","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tuv","c","-","-","-","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tuv","b","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","+","-"
"tuv","d","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","+","-"
"tuv","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tuv","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tuv","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
"tvl","k","-","-","+","+","0","0","0","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tvl","p","+","+","-","-","0","0","+","-","-","-","-","-","-","-","-","0","-","-","-","-","+","-","-"
"tvl","t","+","-","-","-","0","-","-","-","-","-","-","-","-","-","+","0","-","-","-","-","+","-","-"
