language,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23
I512,s846409,-,-,-,+,+,-,-,+,+,+,-,+,-,+,-,-,+,-,-,+,-,-,+
I512,s9345,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,+
I512,s5210362,+,-,-,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,-,+,-
I512,s2931379,-,+,-,+,+,-,-,+,-,+,+,+,-,+,-,+,-,+,+,-,-,+,+
I512,s2138794,-,+,-,-,-,-,-,+,-,+,-,-,-,+,-,+,-,+,-,+,-,+,-
I512,s4987152,+,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,-,-,-,-
I512,s2952002,-,+,-,+,+,-,+,-,-,-,-,+,-,+,+,-,+,-,-,-,-,+,-
I513,s6979918,+,+,-,+,-,+,-,+,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-
I513,s2285767,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,+,+,-,-,-,+,+,+
I513,s2584846,-,+,-,-,+,+,+,-,+,+,+,-,-,-,+,-,-,-,-,+,+,+,-
I513,s3309599,-,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+
I513,s3826478,-,+,+,+,-,+,-,-,+,+,-,-,-,+,+,-,-,+,-,+,+,+,-
I513,s7662139,+,+,+,-,+,-,-,+,+,+,-,+,-,+,-,-,-,+,+,+,-,+,+
I513,s6165161,+,-,+,+,+,+,-,-,-,-,+,-,-,+,-,+,-,+,-,+,-,-,+
I513,s5559882,+,-,+,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,-,+,-,+,-
I513,s5711467,+,-,+,-,+,+,+,-,-,+,-,-,+,+,-,-,+,+,-,+,-,+,+
I513,s3200503,-,+,+,-,-,-,-,+,+,-,+,-,+,-,+,+,+,+,+,-,+,+,+
I513,s852704,-,-,-,+,+,-,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-
I513,s2837077,-,+,-,+,-,+,+,-,+,-,-,+,-,+,-,-,+,-,+,-,+,-,+
I513,s1898037,-,-,+,+,+,-,-,+,+,+,+,-,+,+,-,-,-,+,+,-,+,-,+
I513,s8301809,+,+,+,+,+,+,-,+,-,+,-,+,+,-,-,+,+,+,+,-,-,-,+
I513,s1471434,-,-,+,-,+,+,-,-,+,+,+,-,-,+,+,+,+,-,-,+,-,+,-
I513,s7371131,+,+,+,-,-,-,-,-,+,+,+,+,-,-,+,-,+,+,+,+,-,+,+
I513,s6225758,+,-,+,+,+,+,-,+,+,+,+,+,+,+,+,-,+,-,+,+,+,+,-
I513,s222665,-,-,-,-,-,+,+,-,+,+,-,-,+,-,+,+,+,-,-,+,-,-,+
I513,s7730087,+,+,+,-,+,-,+,+,+,+,+,-,-,+,+,+,-,+,-,-,+,+,+
I513,s5026933,+,-,-,+,+,-,-,+,-,+,+,-,+,-,-,-,+,+,+,-,+,-,+
I513,s2975398,-,+,-,+,+,-,+,-,+,+,-,-,+,+,-,+,-,+,-,-,+,+,-
I513,s7616280,+,+,+,-,+,-,-,-,-,+,+,-,+,+,+,-,-,-,+,+,-,-,-
I513,s3553240,-,+,+,-,+,+,-,-,-,+,+,-,+,+,+,+,+,-,+,+,-,-,-
I513,s2982915,-,+,-,+,+,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+
I513,s4362350,+,-,-,-,-,+,-,+,-,-,+,-,-,-,-,-,+,+,-,+,+,+,-
I513,s2869575,-,+,-,+,-,+,+,+,+,-,-,+,-,-,+,-,+,-,-,-,+,+,+
I513,s890761,-,-,-,+,+,-,+,+,-,-,+,-,+,+,+,+,-,-,-,+,-,-,+
I513,s2652962,-,+,-,+,-,-,-,-,+,+,+,+,-,+,+,-,-,+,-,-,-,+,-
I513,s3415312,-,+,+,-,+,-,-,-,-,-,+,+,+,-,+,-,-,-,+,-,-,-,-
I513,s4790555,+,-,-,+,-,-,+,-,-,-,+,+,-,-,+,-,-,-,+,+,-,+,+
I513,s7343421,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,-,-,+,+,+,+,-,+
I513,s4779747,+,-,-,+,-,-,-,+,+,+,-,+,+,+,-,+,+,+,-,-,-,+,+
I513,s3365138,-,+,+,-,-,+,+,-,+,-,+,+,-,-,+,-,-,-,+,-,-,+,-
I513,s4904166,+,-,-,+,-,+,-,+,+,-,+,-,+,-,-,+,+,+,-,-,+,+,-
I513,s2219936,-,+,-,-,-,-,+,+,+,-,+,+,+,+,+,+,-,+,-,-,-,-,-
I513,s157331,-,-,-,-,-,+,-,-,+,+,-,-,+,+,-,+,-,-,+,-,-,+,+
I513,s3266067,-,+,+,-,-,-,+,+,+,-,+,-,+,+,-,-,-,-,+,-,-,+,+
I513,s6685274,+,+,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,+,-
I513,s991763,-,-,-,+,+,+,+,-,-,+,-,-,-,+,-,-,-,-,+,-,-,+,+
I513,s6188478,+,-,+,+,+,+,-,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-
I513,s1208330,-,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,-
I513,s5849186,+,-,+,+,-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,-,-,+,-
I514,s6217361,+,-,+,+,+,+,-,+,+,-,+,+,+,+,-,+,-,-,+,-,-,-,+
I514,s7832697,+,+,+,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,-,-,+
I514,s4362146,+,-,-,-,-,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,-,+,-
I514,s2267503,-,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,+,+,+,+
I514,s5147304,+,-,-,+,+,+,-,+,-,-,-,+,-,+,-,+,-,+,-,+,-,-,-
I514,s580541,-,-,-,+,-,-,-,+,+,-,+,+,-,+,+,+,-,+,+,+,+,-,+
I514,s3492890,-,+,+,-,+,-,+,-,+,-,-,+,+,-,-,-,-,-,+,+,-,+,-
I514,s7291853,+,+,-,+,+,+,+,-,+,-,-,-,-,+,+,+,+,-,-,+,+,-,+
I514,s554894,-,-,-,+,-,-,-,-,+,+,+,-,+,+,+,+,-,-,-,+,+,+,-
I514,s6688519,+,+,-,-,+,+,-,-,-,-,-,+,+,+,+,-,-,-,-,-,+,+,+
I514,s4740979,+,-,-,+,-,-,-,-,+,-,+,-,+,+,+,-,+,+,+,-,-,+,+
I514,s4847158,+,-,-,+,-,-,+,+,+,+,+,-,+,+,-,-,-,+,+,-,+,+,-
I514,s6365906,+,+,-,-,-,-,+,-,-,+,-,-,-,+,-,+,+,-,+,-,-,+,-
I514,s7038759,+,+,-,+,-,+,+,-,+,+,-,-,+,+,+,-,-,+,-,-,+,+,+
I514,s1445668,-,-,+,-,+,+,-,-,-,-,-,+,+,+,+,-,-,+,-,-,+,-,-
I514,s4449898,+,-,-,-,-,+,+,+,+,+,-,-,+,+,-,-,+,+,-,+,-,+,-
I514,s284553,-,-,-,-,+,-,-,-,+,-,+,-,+,+,+,+,-,-,-,+,-,-,+
I514,s1029489,-,-,-,+,+,+,+,+,-,+,+,-,+,-,+,-,+,+,+,-,-,-,+
I514,s22891,-,-,-,-,-,-,-,-,+,-,+,+,-,-,+,-,+,+,-,+,-,+,+
I514,s4697336,+,-,-,-,+,+,+,+,-,+,-,+,+,-,-,+,+,+,+,+,-,-,-
I514,s6913416,+,+,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-
I514,s5379599,+,-,+,-,-,+,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,+,+
I514,s361524,-,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,-,+,+,-,+,-,-
I514,s3103483,-,+,-,+,+,+,+,-,+,-,+,+,-,+,-,+,+,+,+,+,-,+,+
I514,s2316856,-,+,-,-,-,+,+,-,+,-,+,+,-,+,-,-,-,+,+,+,-,-,-
I514,s4382425,+,-,-,-,-,+,-,+,+,-,+,+,+,+,-,+,+,-,+,+,-,-,+
I514,s3531434,-,+,+,-,+,-,+,+,+,+,-,-,-,+,-,+,-,+,-,+,-,+,-
I514,s778029,-,-,-,+,-,+,+,+,+,-,+,+,+,+,+,-,-,+,-,+,+,-,+
I514,s4235031,+,-,-,-,-,-,-,+,-,-,+,+,+,+,+,-,-,-,+,-,+,+,+
I514,s797923,-,-,-,+,+,-,-,-,-,+,-,+,+,-,-,+,+,+,-,-,-,+,+
I514,s1909919,-,-,+,+,+,-,+,-,-,+,-,-,+,-,-,+,-,-,+,+,+,+,+
I514,s4864724,+,-,-,+,-,+,-,-,-,+,+,+,-,+,-,+,+,-,+,-,+,-,-
I514,s8212492,+,+,+,+,+,-,+,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-
I514,s3213891,-,+,+,-,-,-,+,-,-,-,-,+,-,+,-,-,+,-,-,-,-,+,+
I514,s1556272,-,-,+,-,+,+,+,+,-,+,+,+,+,+,+,-,-,+,+,-,-,-,-
I514,s1217245,-,-,+,-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,+,+,+,-,+
I514,s7721168,+,+,+,-,+,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-
I514,s2671052,-,+,-,+,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,+,+,-,-
I514,s7170163,+,+,-,+,+,-,+,-,+,+,-,+,-,-,-,-,+,+,+,-,-,+,+
I514,s2377466,-,+,-,-,+,-,-,-,+,-,-,-,+,+,-,+,+,+,+,+,-,+,-
I514,s173300,-,-,-,-,-,+,-,+,-,+,-,-,+,-,-,+,+,+,+,-,+,-,-
I514,s3595698,-,+,+,-,+,+,-,+,+,-,+,+,+,-,+,+,-,+,+,-,-,+,-
I515,s4403176,+,-,-,-,-,+,+,-,-,+,-,+,+,+,+,+,+,+,-,+,-,-,-
I515,s3842265,-,+,+,+,-,+,-,+,-,+,-,-,-,-,-,+,+,-,+,+,-,-,+
I515,s4691217,+,-,-,-,+,+,+,+,-,-,+,-,+,-,+,-,-,-,+,-,-,-,+
I515,s117989,-,-,-,-,-,-,+,+,+,-,-,+,+,-,-,+,+,+,-,-,+,-,+
I515,s794884,-,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,+,-,-
I515,s5366820,+,-,+,-,-,-,+,+,+,+,-,-,+,-,-,-,-,+,-,-,+,-,-
I515,s2233902,-,+,-,-,-,+,-,-,-,-,+,-,+,+,-,-,-,+,-,+,+,+,-
I515,s611693,-,-,-,+,-,-,+,-,+,-,+,-,+,-,+,-,+,+,-,+,+,-,+
I515,s1475746,-,-,+,-,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-
I515,s5565173,+,-,+,-,+,-,-,+,+,+,-,+,-,+,-,+,+,+,+,-,+,-,+
I515,s7068145,+,+,-,+,-,+,+,+,+,-,+,+,-,-,+,+,+,+,+,-,-,-,+
I515,s78130,-,-,-,-,-,-,+,-,-,+,+,-,-,-,+,-,-,+,+,-,-,+,-
I515,s3439518,-,+,+,-,+,-,-,-,+,+,+,+,-,+,+,+,-,-,+,+,+,+,-
I515,s574020,-,-,-,+,-,-,-,+,+,-,-,-,-,+,-,-,+,-,-,-,+,-,-
I515,s3419946,-,+,+,-,+,-,-,-,-,+,-,+,+,+,+,-,-,+,-,+,-,+,-
I515,s8143891,+,+,+,+,+,-,-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,+,+
I515,s5788415,+,-,+,+,-,-,-,-,+,-,+,-,-,+,-,+,+,+,+,+,+,+,+
I515,s8298968,+,+,+,+,+,+,-,+,-,+,-,-,-,-,+,+,+,-,+,+,-,-,-
I515,s2884924,-,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,+,-,-
I515,s7546963,+,+,+,-,-,+,+,-,-,+,-,+,-,-,-,-,+,-,+,-,-,+,+
I515,s5544064,+,-,+,-,+,-,-,+,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-
I515,s3311434,-,+,+,-,-,+,-,+,-,-,-,-,+,+,+,-,+,-,-,+,-,+,-
I515,s1445720,-,-,+,-,+,+,-,-,-,-,-,+,+,+,+,-,+,-,+,+,-,-,-
I515,s6831428,+,+,-,+,-,-,-,-,-,+,+,+,+,-,+,-,+,-,-,-,+,-,-
I515,s3843177,-,+,+,+,-,+,-,+,-,+,-,-,+,-,-,-,+,+,-,+,-,-,+
I515,s80591,-,-,-,-,-,-,+,-,-,+,+,+,-,+,-,+,+,-,-,+,+,+,+
I515,s7659007,+,+,+,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,+
I515,s8038355,+,+,+,+,-,+,-,+,-,+,-,-,+,+,+,+,+,-,+,-,-,+,+
I515,s7481973,+,+,+,-,-,+,-,-,-,+,-,+,-,+,-,-,+,+,+,-,+,-,+
I515,s7849708,+,+,+,-,+,+,+,+,+,-,-,-,+,+,-,+,+,+,-,+,+,-,-
I515,s7430851,+,+,+,-,-,-,+,-,+,+,-,-,-,+,-,+,+,-,-,-,-,+,+
I515,s575992,-,-,-,+,-,-,-,+,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-
I515,s7238558,+,+,-,+,+,+,-,-,+,+,+,-,-,+,+,+,-,-,+,+,+,+,-
I515,s6300952,+,+,-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,-,+,+,-,-,-
I515,s6808507,+,+,-,-,+,+,+,+,+,+,-,-,-,+,+,+,-,+,+,+,-,+,+
I515,s4342397,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,+,+,+,+,-,+
I515,s6212672,+,-,+,+,+,+,-,+,+,-,-,+,+,-,-,-,+,-,-,-,-,-,-
I515,s5113958,+,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,+,+,-,-,+,+,-
I515,s7924750,+,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,+,+,+,-
I515,s1902248,-,-,+,+,+,-,+,-,-,-,-,-,+,+,-,+,-,+,-,+,-,-,-
I515,s7585834,+,+,+,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+,-,+,-
I515,s8304529,+,+,+,+,+,+,-,+,-,+,+,-,+,+,+,+,-,-,+,-,-,-,+
I515,s7405451,+,+,+,-,-,-,-,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,+
I516,s1103113,-,-,+,-,-,-,-,+,+,-,+,-,+,-,+,-,-,-,-,+,-,-,+
I516,s7621407,+,+,+,-,+,-,-,-,+,-,-,+,-,+,+,-,-,-,+,+,+,+,+
I516,s3828190,-,+,+,+,-,+,-,-,+,+,-,+,-,-,+,+,+,-,+,+,+,+,-
I516,s2547467,-,+,-,-,+,+,-,+,+,-,+,+,+,+,+,-,-,-,-,+,-,+,+
I516,s7441499,+,+,+,-,-,-,+,+,-,-,-,+,+,-,-,-,+,-,+,+,-,+,+
I516,s6688070,+,+,-,-,+,+,-,-,-,-,-,+,+,-,+,-,+,-,-,-,+,+,-
I516,s2761238,-,+,-,+,-,+,-,-,-,+,-,-,-,+,-,-,-,-,+,-,+,+,-
I516,s1508311,-,-,+,-,+,+,+,-,-,-,-,-,-,+,+,+,+,-,+,-,+,+,+
I516,s1473653,-,-,+,-,+,+,-,-,+,+,+,+,+,-,-,-,+,+,+,-,+,-,+
I516,s3290110,-,+,+,-,-,+,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,+,-
I516,s1778555,-,-,+,+,-,+,+,-,-,+,-,-,-,+,+,-,+,+,+,+,-,+,+
I516,s5909189,+,-,+,+,-,+,-,-,-,+,-,+,-,+,-,+,+,-,-,-,+,-,+
I516,s5886108,+,-,+,+,-,-,+,+,+,-,+,-,-,-,-,+,-,-,+,+,+,-,-
I516,s5960921,+,-,+,+,-,+,-,+,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+
I516,s3179672,-,+,+,-,-,-,-,+,-,-,-,-,+,-,-,+,-,-,+,+,-,-,-
I516,s2130760,-,+,-,-,-,-,-,+,-,-,-,-,-,+,+,-,+,-,-,+,-,-,-
I516,s12346,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,+,+,-,+,-
I516,s6809732,+,+,-,-,+,+,+,+,+,+,-,+,-,-,-,+,-,-,-,-,+,-,-
I516,s3280358,-,+,+,-,-,+,-,-,-,-,-,+,+,-,+,+,+,+,-,-,+,+,-
I516,s3913899,-,+,+,+,-,+,+,+,-,+,+,+,-,-,-,+,-,+,-,+,-,+,+
I516,s6177082,+,-,+,+,+,+,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-
I516,s909365,-,-,-,+,+,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,+,-,+
I516,s4397449,+,-,-,-,-,+,+,-,-,-,+,+,-,-,+,+,-,-,-,+,-,-,+
I516,s411471,-,-,-,-,+,+,-,-,+,-,-,-,+,+,+,-,+,-,-,+,+,+,+
I516,s5827871,+,-,+,+,-,-,-,+,+,+,-,+,+,-,+,-,-,-,+,+,+,+,+
I516,s1994358,-,-,+,+,+,+,-,-,+,+,-,+,+,+,-,-,+,+,+,-,+,+,-
I516,s5375850,+,-,+,-,-,+,-,-,-,-,-,-,+,+,+,-,+,+,-,+,-,+,-
I516,s755468,-,-,-,+,-,+,+,+,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-
I516,s3199599,-,+,+,-,-,-,-,+,+,-,+,-,-,+,-,-,+,+,-,+,+,+,+
I516,s5246345,+,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,+,-,-,+
I516,s1822692,-,-,+,+,-,+,+,+,+,-,-,+,+,+,+,+,+,+,-,-,+,-,-
I516,s6601029,+,+,-,-,+,-,-,+,-,+,+,+,-,-,+,-,+,-,-,-,+,-,+
I516,s7352905,+,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,+,-,-,+
I516,s5862625,+,-,+,+,-,-,+,-,+,+,+,-,+,-,-,+,+,+,-,-,-,-,+
I516,s1619013,-,-,+,+,-,-,-,+,-,+,+,-,+,-,-,-,+,-,-,-,+,-,+
I516,s7889512,+,+,+,+,-,-,-,-,+,+,-,-,-,+,-,-,+,+,-,+,-,-,-
I516,s3194934,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-
I516,s40072,-,-,-,-,-,-,-,+,-,-,+,+,+,-,-,+,-,-,-,+,-,-,-
I516,s6989840,+,+,-,+,-,+,-,+,-,+,-,+,-,-,-,-,-,-,+,-,-,-,-
I516,s1814699,-,-,+,+,-,+,+,+,-,+,+,-,-,-,-,+,-,+,-,+,-,+,+
I516,s6050526,+,-,+,+,+,-,-,-,+,-,+,-,-,+,-,+,+,-,+,+,+,+,-
I516,s1241318,-,-,+,-,-,+,-,+,+,+,+,-,-,-,-,+,+,+,-,-,+,+,-
I516,s1039709,-,-,-,+,+,+,+,+,+,-,+,+,+,-,+,-,+,-,+,+,+,-,+
I517,s7332737,+,+,-,+,+,+,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,+
I517,s7565454,+,+,+,-,-,+,+,-,+,+,+,-,-,-,-,+,-,-,-,+,+,+,-
I517,s1423514,-,-,+,-,+,-,+,+,-,+,+,+,-,-,-,+,-,-,+,+,-,+,-
I517,s4338104,+,-,-,-,-,+,-,-,-,+,+,-,-,-,+,+,-,+,+,+,-,-,-
I517,s8205203,+,+,+,+,+,-,+,-,-,+,+,-,-,+,+,+,-,-,+,-,-,+,+
I517,s6959238,+,+,-,+,-,+,-,-,-,+,+,-,-,-,-,+,-,-,-,-,+,+,-
I517,s2094059,-,-,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,-,+,+
I517,s5195847,+,-,-,+,+,+,+,-,+,-,-,+,-,-,-,-,+,-,-,-,+,+,+
I517,s6712480,+,+,-,-,+,+,-,-,+,+,-,+,+,-,-,+,-,+,-,-,-,-,-
I517,s5317332,+,-,+,-,-,-,+,-,-,+,-,-,-,+,-,+,+,-,+,-,+,-,-
I517,s6521596,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,+,+,+,+,+,+,-,-
I517,s2927451,-,+,-,+,+,-,-,+,-,+,-,+,-,+,+,-,+,-,+,+,-,+,+
I517,s659744,-,-,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,-
I517,s2296748,-,+,-,-,-,+,+,-,-,-,-,+,-,+,+,+,-,+,-,+,+,-,-
I517,s4168576,-,+,+,+,+,+,+,+,-,-,+,+,-,+,+,+,-,-,-,-,-,-,-
I517,s275046,-,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,+,+,-
I517,s5815975,+,-,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,-,+,+,+
I517,s1662573,-,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,-,+,+,-,+
I517,s945288,-,-,-,+,+,+,-,-,+,+,-,+,+,-,-,+,-,-,-,+,-,-,-
I517,s5280017,+,-,+,-,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,-,-,+
I517,s7911376,+,+,+,+,-,-,-,+,-,+,+,-,+,+,+,+,+,-,+,-,-,-,-
I517,s6908815,+,+,-,+,-,-,+,-,+,+,-,+,-,+,+,+,-,-,-,+,+,+,+
I517,s921212,-,-,-,+,+,+,-,-,-,-,-,+,+,+,-,-,+,+,+,+,+,-,-
I517,s308157,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,+,-,+,+,+,+,-,+
I517,s60999,-,-,-,-,-,-,-,+,+,+,-,+,+,+,-,-,+,-,-,-,+,+,+
I517,s665820,-,-,-,+,-,+,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,-,-
I517,s3084798,-,+,-,+,+,+,+,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,-
I517,s5099646,+,-,-,+,+,-,+,+,+,-,+,-,-,-,-,-,+,+,+,+,+,+,-
I517,s2269021,-,+,-,-,-,+,-,+,-,-,+,+,+,+,+,-,+,-,+,+,+,-,+
I517,s7863692,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-
I517,s2412332,-,+,-,-,+,-,-,+,+,-,-,+,+,+,+,-,-,+,-,+,+,-,-
I517,s1787077,-,-,+,+,-,+,+,-,+,-,-,-,+,-,-,+,+,-,-,-,+,-,+
I517,s1128931,-,-,+,-,-,-,+,-,-,+,+,+,-,-,+,+,+,+,-,-,-,+,+
I517,s7052240,+,+,-,+,-,+,+,+,-,-,+,+,-,+,+,+,+,-,+,-,-,-,-
I517,s1228389,-,-,+,-,-,+,-,+,-,+,+,+,+,+,-,-,+,+,-,-,+,-,+
I517,s577330,-,-,-,+,-,-,-,+,+,-,-,+,+,+,+,-,-,+,+,-,-,+,-
I517,s944151,-,-,-,+,+,+,-,-,+,+,-,+,-,-,-,-,-,-,+,-,+,+,+
I517,s6092060,+,-,+,+,+,-,-,+,+,+,+,-,+,-,+,-,-,-,+,+,+,-,-
I517,s239032,-,-,-,-,-,+,+,+,-,+,-,-,+,-,+,+,-,+,+,+,-,-,-
I517,s4063320,-,+,+,+,+,+,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-
I517,s7575460,+,+,+,-,-,+,+,+,-,-,+,-,+,+,+,+,-,+,-,-,+,-,-
I517,s7832451,+,+,+,-,+,+,+,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+
I517,s2022917,-,-,+,+,+,+,-,+,+,-,+,+,+,+,-,-,-,-,-,-,+,-,+
I517,s2462399,-,+,-,-,+,-,+,+,-,-,+,-,-,+,-,+,-,+,+,+,+,+,+
I518,s6667703,+,+,-,-,+,-,+,+,-,+,+,+,+,-,+,+,-,+,+,-,+,+,+
I518,s7003600,+,+,-,+,-,+,-,+,+,-,+,+,+,-,+,+,+,-,+,-,-,-,-
I518,s4709883,+,-,-,-,+,+,+,+,+,-,+,+,+,-,+,+,+,+,+,+,-,+,+
I518,s3948422,-,+,+,+,+,-,-,-,-,+,+,+,+,+,+,+,-,-,-,-,+,+,-
I518,s4034155,-,+,+,+,+,-,+,+,-,-,-,+,+,+,-,-,+,+,-,+,-,+,+
I518,s3993970,-,+,+,+,+,-,-,+,+,+,+,-,-,-,+,-,+,+,+,-,-,+,-
I518,s5991191,+,-,+,+,-,+,+,-,+,+,-,+,-,+,+,-,-,-,+,-,+,+,+
I518,s7192000,+,+,-,+,+,-,+,+,-,+,+,+,+,-,+,+,+,-,-,-,-,-,-
I518,s3911146,-,+,+,+,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,+,-,+,-
I518,s1914187,-,-,+,+,+,-,+,-,-,+,+,-,+,-,+,-,+,-,-,+,-,+,+
I518,s1039294,-,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,-,+,+,+,+,+,-
I518,s3414348,-,+,+,-,+,-,-,-,-,-,+,+,-,-,+,-,+,-,-,+,+,-,-
I518,s5090646,+,-,-,+,+,-,+,+,-,+,-,+,+,-,+,-,+,-,+,-,+,+,-
I518,s1313406,-,-,+,-,+,-,-,-,-,-,-,+,-,+,-,-,+,+,+,+,+,+,-
I518,s1462534,-,-,+,-,+,+,-,-,+,-,+,-,-,-,+,-,-,-,-,-,+,+,-
I518,s7651922,+,+,+,-,+,-,-,+,+,-,-,-,-,+,-,-,+,-,+,-,-,+,-
I518,s2296058,-,+,-,-,-,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,-,+,-
I518,s7214073,+,+,-,+,+,+,-,-,-,-,+,-,-,+,+,+,+,+,+,+,-,-,+
I518,s482756,-,-,-,-,+,+,+,-,+,-,+,+,+,-,+,+,+,-,-,-,+,-,-
I518,s3824639,-,+,+,+,-,+,-,-,+,-,+,+,-,+,+,+,+,+,+,+,+,+,+
I518,s4293967,+,-,-,-,-,-,+,+,-,-,-,-,+,-,+,-,+,-,-,+,+,+,+
I518,s160609,-,-,-,-,-,+,-,-,+,+,+,-,-,+,+,-,+,+,-,-,-,-,+
I518,s1388832,-,-,+,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-
I518,s3383678,-,+,+,-,-,+,+,+,-,+,-,-,-,-,+,-,+,+,+,+,+,+,-
I518,s309825,-,-,-,-,+,-,-,+,-,+,+,+,-,+,-,-,+,-,-,-,-,-,+
I518,s6264521,+,-,+,+,+,+,+,+,-,-,+,-,+,+,-,+,+,-,-,+,-,-,+
I518,s2971746,-,+,-,+,+,-,+,-,+,-,+,+,-,-,-,-,+,+,-,-,-,+,-
I518,s6854539,+,+,-,+,-,-,-,+,-,-,+,-,+,+,+,+,-,-,-,+,-,+,+
I518,s1598867,-,-,+,+,-,-,-,-,+,+,-,-,+,-,+,+,-,-,+,-,-,+,+
I518,s2150434,-,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,+,-,-,-,+,-
I518,s74742,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,+,+,+,+,-,+,+,-
I518,s7077483,+,+,-,+,-,+,+,+,+,+,+,+,+,+,-,-,+,+,-,+,-,+,+
I518,s6341536,+,+,-,-,-,-,-,+,+,-,-,-,-,+,+,+,-,+,-,-,-,-,-
I518,s4451790,+,-,-,-,-,+,+,+,+,+,-,+,+,-,+,+,+,-,-,+,+,+,-
I518,s786772,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,-,+,-,+,-,-
I518,s2305367,-,+,-,-,-,+,+,-,-,+,-,+,+,-,+,-,+,-,+,-,+,+,+
I518,s3547056,-,+,+,-,+,+,-,-,-,-,+,+,+,+,+,+,-,+,+,-,-,-,-
