,Language_Name,Num_Segments,Sum_Balance,Num_Contrastive_Features,Order_Name,Sum_Balance_1,Sum_Balance_2,Sum_Balance_3,Sum_Balance_4,Sum_Balance_5,Sum_Balance_6,Sum_Balance_7,Sum_Balance_8,Sum_Balance_9,Sum_Balance_10,Sum_Balance_11,Sum_Balance_12,Sum_Balance_13,Sum_Balance_14,Sum_Balance_15,Sum_Balance_16,Sum_Balance_17,Sum_Balance_18,Sum_Balance_19,Sum_Balance_20,Sum_Balance_21,Sum_Balance_22,Sum_Balance_23,Sum_Balance_24,Sum_Balance_25,Sum_Balance_26,Sum_Balance_27,Sum_Balance_28,Sum_Balance_29,Feature_Depth_1,Feature_Depth_2,Feature_Depth_3,Feature_Depth_4,Feature_Depth_5,Feature_Depth_6,Feature_Depth_7,Feature_Depth_8,Feature_Depth_9,Feature_Depth_10,Feature_Depth_11,Feature_Depth_12,Feature_Depth_13,Feature_Depth_14,Feature_Depth_15,Feature_Depth_16,Feature_Depth_17,Feature_Depth_18,Feature_Depth_19,Feature_Depth_20,Feature_Depth_21,Feature_Depth_22,Feature_Depth_23,Feature_Depth_24,Feature_Depth_25,Feature_Depth_26,Feature_Depth_27,Feature_Depth_28,Feature_Depth_29,Subinventory_Size_1,Subinventory_Size_2,Subinventory_Size_3,Subinventory_Size_4,Subinventory_Size_5,Subinventory_Size_6,Subinventory_Size_7,Subinventory_Size_8,Subinventory_Size_9,Subinventory_Size_10,Subinventory_Size_11,Subinventory_Size_12,Subinventory_Size_13,Subinventory_Size_14,Subinventory_Size_15,Subinventory_Size_16,Subinventory_Size_17,Subinventory_Size_18,Subinventory_Size_19,Subinventory_Size_20,Subinventory_Size_21,Subinventory_Size_22,Subinventory_Size_23,Subinventory_Size_24,Subinventory_Size_25,Subinventory_Size_26,Subinventory_Size_27,Subinventory_Size_28,Subinventory_Size_29,Sum_Balance_By_Feature_Height1,Sum_Balance_By_Feature_Height2,Sum_Balance_By_Feature_Height29,Sum_Balance_By_Feature_Height28,Sum_Balance_By_Feature_Height8,Sum_Balance_By_Feature_Height16,Sum_Balance_By_Feature_Height10,Sum_Balance_By_Feature_Height14,Sum_Balance_By_Feature_Height20,Sum_Balance_By_Feature_Height12,Sum_Balance_By_Feature_Height7,Sum_Balance_By_Feature_Height21,Sum_Balance_By_Feature_Height13,Sum_Balance_By_Feature_Height5,Sum_Balance_By_Feature_Height26,Sum_Balance_By_Feature_Height6,Sum_Balance_By_Feature_Height11,Sum_Balance_By_Feature_Height25,Sum_Balance_By_Feature_Height4,Sum_Balance_By_Feature_Height22,Sum_Balance_By_Feature_Height15,Sum_Balance_By_Feature_Height3,Sum_Balance_By_Feature_Height27,Sum_Balance_By_Feature_Height18,Sum_Balance_By_Feature_Height24,Sum_Balance_By_Feature_Height17,Sum_Balance_By_Feature_Height19,Sum_Balance_By_Feature_Height23,Sum_Balance_By_Feature_Height9
2544,I255,13,11,6,O5,,,,,,,,19,,,,5,,,0,,,,,11,,,,,6,,,0,,,,,,,,,3,,,,1,,,5,,,,,0,,,,,2,,,4,,,,,,,,,11,,,,13,,,2,,,,,13,,,,,12,,,5,,,,,0.0,6.0,,,,1.0,1.0,,,,,,,,1.0,,,0.0,,,,,,,,
2545,I255,13,8,6,O6,,9,,8,,,8,,,,,,,,,0,,,,,,,,,,,,6,4,,4,,0,,,1,,,,,,,,,5,,,,,,,,,,,,3,2,,6,,13,,,13,,,,,,,,,2,,,,,,,,,,,,9,13,,4.0,1.0,2.0,,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
2546,I255,13,14,6,O7,,,8,,,,,,,,,,7,,,,4,,,,14,,,0,0,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,5,4,,,,,,,13,,,,,,,,,,11,,,,11,,,,13,,,2,6,,,,,,,,,,,,,,,,2.0,1.0,,,,,0.0,,,,1.0,,,0.0,1.0,,,
2547,I255,13,11,7,O8,,,15,11,8,,,,,,,,,11,10,,,,,,8,17,,,,,,,,,,3,6,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,8,2,13,,,,,,,,,13,4,,,,,,13,6,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,11.0,5.0,5.0,3.0,,,,,,,
2548,I255,13,11,7,O9,,,,,,,9,,,,,11,,,,7,,7,0,8,,,,,,15,,,,,,,,,,5,,,,,0,,,,4,,2,6,3,,,,,,1,,,,,,,,,,6,,,,,13,,,,9,,13,2,12,,,,,,13,,,,,,,,,2.0,,,2.0,1.0,4.0,,,,2.0,,,,,,,,,1.0,,,0.0,,
2549,I255,13,8,6,O10,,,,7,,10,0,8,,,,,,,10,,,,,,,,,,,,16,,,,,,4,,1,5,0,,,,,,,2,,,,,,,,,,,,3,,,,,,8,,13,2,13,,,,,,,13,,,,,,,,,,,,9,,,,,,,1.0,,,,,,0.0,,,,,2.0,,,3.0,,2.0,,5.0,,,,,,
2550,I256,13,11,7,O1,11,9,15,7,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,,6,,,,,,,,,,,,,,,,,,,,,,13,13,13,12,10,6,,4,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,0.0,,0.0,,,1.0,,,3.0,,,,,,,
2551,I256,13,18,6,O2,,,,,,,,,,,,,,,,,,,,,,0,,,8,7,5,11,18,,,,,,,,,,,,,,,,,,,,,,5,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,2,,,5,9,12,13,13,,,3.0,2.0,,,,,,,,,,,2.0,,,4.0,,0.0,,,1.0,,,,,,
2552,I256,13,12,7,O3,,,,,,9,,12,,,10,,,,11,11,,,,,,10,,6,,,,,,,,,,,4,,0,,,1,,,,6,2,,,,,,5,,3,,,,,,,,,,,6,,13,,,13,,,,2,12,,,,,,4,,10,,,,,,,,,,1.0,2.0,,,,,,,,,,3.0,1.0,,,5.0,11.0,,,,1.0,,,,
2553,I256,13,8,6,O4,,,,,1,,,,,8,,,4,11,,,8,0,,,,,,,,,,,,,,,,4,,,,,0,,,3,1,,,2,5,,,,,,,,,,,,,,,,5,,,,,13,,,10,13,,,13,2,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,0.0,,,,,,,,,,0.0,,2.0,,,
2554,I256,13,11,7,O5,,,,,,0,,9,,,,9,,,,,,,,11,,,,,7,0,,11,,,,,,,6,,3,,,,1,,,,,,,,0,,,,,2,5,,4,,,,,,,2,,11,,,,13,,,,,,,,13,,,,,12,6,,8,,,,,3.0,2.0,,,,1.0,1.0,,,,,0.0,0.0,,1.0,,,,,,,,,,,
2555,I256,13,12,7,O6,,15,,12,,,13,,,,,,,,,,,11,,,21,,,,,,,6,12,,4,,0,,,1,,,,,,,,,,,6,,,5,,,,,,,3,2,,9,,13,,,13,,,,,,,,,,,2,,,3,,,,,,,12,13,,5.0,2.0,1.0,,,,,,,2.0,10.0,,,,,,,1.0,,,,,11.0,,,,,
2556,I256,13,9,6,O7,,,13,,,,,,,,,,10,,,,4,,,,9,,,0,7,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,5,4,,,,,,,13,,,,,,,,,,12,,,,11,,,,13,,,4,9,,,,,,,,,,,,,,,,1.0,2.0,,,,,3.0,,,,2.0,,,0.0,1.0,,,
2557,I256,13,8,7,O8,,,,,5,,,0,,,,,0,8,9,,,,,,4,9,,,,,,,,,,,,1,,,6,,,,,5,0,4,,,,,,2,3,,,,,,,,,,,,13,,,2,,,,,4,13,8,,,,,,13,9,,,,,,,,,,,,0.0,,,1.0,,,,0.0,0.0,0.0,,,,,,2.0,3.0,,,,,,,,
2558,I256,13,11,6,O9,,,,,,,,,,,,11,,,,,,12,0,10,,7,,,,10,,,,,,,,,,,,,,,0,,,,,,2,5,3,,4,,,,1,,,,,,,,,,,,,,,13,,,,,,13,2,11,,8,,,,13,,,,,,,,,,,,3.0,1.0,,,,,2.0,,,,,3.0,,,,3.0,,,0.0,,
2559,I256,13,8,6,O10,,,,0,,5,0,8,,,,,,,2,,,,,,,,,,,,0,,,,,,4,,1,5,0,,,,,,,2,,,,,,,,,,,,3,,,,,,5,,13,4,13,,,,,,,13,,,,,,,,,,,,11,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,0.0,,0.0,,0.0,,,,,,
2560,I257,13,17,7,O1,17,12,9,8,7,0,,0,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,,6,,,,,,,,,,,,,,,,,,,,,,13,13,13,6,6,4,,2,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,0.0,,,,,,,,,2.0,,0.0,,,2.0,,,1.0,,,,,,,
2561,I257,13,9,5,O2,,,,,,,,,,,,,,,,,,,,,,,,,9,10,10,11,9,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,4,11,12,13,13,,,1.0,2.0,,,,,,,,,,,5.0,,,9.0,,,,,3.0,,,,,,
2562,I257,13,8,6,O3,,,,,,7,,8,,,8,,,0,,8,,,,,,,,7,,,,,,,,,,,4,,0,,,1,,,5,,2,,,,,,,,3,,,,,,,,,,,8,,13,,,13,,,2,,13,,,,,,,,9,,,,,,,,,,1.0,2.0,,0.0,,,,,,,,3.0,1.0,,,,,,,,2.0,,,,
2563,I257,13,11,7,O4,,,,,,,,,,11,,,6,7,,11,4,0,,9,,,,,,,,,,,,,,,,,,,0,,,3,1,,5,2,6,,4,,,,,,,,,,,,,,,,,,,13,,,8,13,,4,13,2,,5,,,,,,,,,,,,,,,5.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,0.0,,0.0,,,
2564,I257,13,11,6,O5,,,,,,0,,3,,,,14,,,,,,,,11,,,,,8,,,0,,,,,,,5,,3,,,,1,,,,,,,,0,,,,,2,,,4,,,,,,,2,,11,,,,13,,,,,,,,13,,,,,13,,,8,,,,,0.0,1.0,,,,1.0,2.0,,,,,,0.0,,2.0,,,,,,,,,,,
2565,I257,13,18,7,O6,,7,,18,,,9,,,,,,,,,0,,,,,0,,,,,,,2,2,,4,,0,,,1,,,,,,,,,5,,,,,6,,,,,,,3,2,,6,,13,,,13,,,,,,,,,4,,,,,2,,,,,,,10,12,,2.0,0.0,0.0,,0.0,,,,,1.0,0.0,,,,,,,2.0,,,,,,,,,,
2566,I257,13,5,6,O7,,,9,,,,,,,,,0,3,,,,2,,,,5,,,,5,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,,4,,,,,,,13,,,,,,,,,2,13,,,,12,,,,13,,,,7,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,2.0,,,,1.0,,,,0.0,,,
2567,I257,13,18,6,O8,,,14,,11,,,,,,,,,18,5,,,,,,5,5,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,11,,13,,,,,,,,,13,8,,,,,,12,11,,,,,,,,,,,,,,,3.0,,,,1.0,,2.0,,,,,,2.0,5.0,4.0,,,,,,,
2568,I257,13,11,6,O9,,,,,,,,,,,,11,,,,6,,4,,6,,7,,,,9,,,,,,,,,,,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,,,,,,,,13,,,,7,,13,,10,,6,,,,13,,,,,,,,,3.0,,,2.0,1.0,,,,,1.0,,,,,7.0,,,,1.0,,,,,
2569,I257,13,8,7,O10,,,,1,,9,1,8,,,,,,,8,,0,,,,,,,,,,1,,,,,,4,,1,5,0,,,,,,,2,,6,,,,,,,,,,3,,,,,,7,,13,5,13,,,,,,,13,,2,,,,,,,,,,11,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,0.0,,1.0,,0.0,,,0.0,,,
2570,I258,13,18,6,O1,18,8,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,13,13,12,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,1.0,,,,,,,
2571,I258,13,12,6,O2,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,8,15,12,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,9,12,13,13,13,,,2.0,3.0,,,,,,,,,,,1.0,,,3.0,,,,,2.0,,0.0,,,,
2572,I258,13,15,6,O3,,,,,,13,,15,,,13,,,,,17,,,,,,9,,13,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,,,,,,,,,,9,,13,,,13,,,,,12,,,,,,4,,11,,,,,,,,,,2.0,4.0,,,,,,,,,,6.0,2.0,,,9.0,,,,,4.0,,,,
2573,I258,13,8,7,O4,,,,,8,,,,,8,,0,6,11,,,4,,,11,,,,,,,,,,,,,,4,,,,,0,,6,3,1,,,2,,,5,,,,,,,,,,,,,,9,,,,,13,,2,11,13,,,13,,,4,,,,,,,,,,,,,,,,1.0,1.0,5.0,0.0,,,1.0,2.0,,,,,,,,,,,,0.0,,,
2574,I258,13,14,6,O5,,,,,,,,0,,,,8,,,,,,,,14,,,,,2,0,,1,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,5,,4,,,,,,,,,9,,,,13,,,,,,,,13,,,,,13,2,,5,,,,,0.0,0.0,,,,2.0,1.0,,,,,0.0,,,0.0,,,,,,,,,,,
2575,I258,13,11,7,O6,,8,,11,,,8,,,,,,,,,11,,,,,0,,,,,,,7,7,,4,,0,,,1,,,,,,,,,5,,,,,6,,,,,,,3,2,,7,,13,,,13,,,,,,,,,4,,,,,2,,,,,,,8,13,,2.0,1.0,1.0,,5.0,,,,,1.0,0.0,,,,,,,1.0,,,,,,,,,,
2576,I258,13,5,7,O7,,,10,,,,,,,,,7,12,,,,5,,,,5,,,0,6,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,6,4,,,,,,,13,,,,,,,,,8,13,,,,11,,,,13,,,2,10,,,,,,,,,,,,,,3.0,,0.0,2.0,,,,,2.0,,,,1.0,,,0.0,1.0,,,
2577,I258,13,13,6,O8,,,12,,10,,,,,,,,,13,0,,,,,,5,5,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,9,,13,,,,,,,,,13,2,,,,,,12,7,,,,,,,,,,,,,,,2.0,,,,1.0,,2.0,,,,,,2.0,0.0,4.0,,,,,,,
2578,I258,13,18,7,O9,,,,,0,,11,,,,,18,,,,,,4,,5,,18,,,,7,,,,,,,,6,,5,,,,,0,,,,,,2,,3,,4,,,,1,,,,,,,,2,,4,,,,,13,,,,,,12,,9,,5,,,,13,,,,,,,,,,,,1.0,2.0,5.0,,,0.0,1.0,,,,,6.0,,,,0.0,,,,,
2579,I258,13,10,6,O10,,,,0,,5,0,10,,,,,,,4,,,,,,,,,,,,9,,,,,,4,,1,5,0,,,,,,,2,,,,,,,,,,,,3,,,,,,10,,13,2,13,,,,,,,13,,,,,,,,,,,,11,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,0.0,,1.0,,3.0,,,,,,
2580,I259,13,8,6,O1,8,6,10,7,7,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,5,,,,,,,,,,,,,,,,,,,,,,,13,13,13,9,8,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,3.0,,,,,2.0,,,2.0,,,,,,,
2581,I259,13,13,9,O2,,,,,,,,,,,,,,,,,,,,0,,0,11,18,15,14,22,13,13,,,,,,,,,,,,,,,,,,,,8,,7,6,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,2,,4,6,9,11,11,12,13,13,,,1.0,1.0,,,,,0.0,,,,,,2.0,,,3.0,,0.0,,,3.0,,4.0,,,3.0,
2582,I259,13,8,6,O3,,,,,,15,,8,,,11,,,,,13,,,,,,0,,20,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,,,,,,,,,,8,,13,,,13,,,,,13,,,,,,2,,10,,,,,,,,,,1.0,3.0,,,,,,,,,,7.0,2.0,,,0.0,,,,,6.0,,,,
2583,I259,13,11,8,O4,,,,,,,,,,11,,,1,13,0,0,8,0,,,,,,0,,,,,,,,,,,,,,,0,,,3,1,6,4,2,5,,,,,,7,,,,,,,,,,,,,,,13,,,10,13,4,7,13,5,,,,,,2,,,,,,,,,,,0.0,1.0,1.0,,,,,0.0,,,,,,,,0.0,,,0.0,0.0,1.0,,,
2584,I259,13,12,8,O5,,,,,,,,1,,,0,14,,,0,,,,,12,,,,,2,0,,0,,,,,,,,,3,,,7,1,,,6,,,,,0,,,,,2,5,,4,,,,,,,,,12,,,2,13,,,4,,,,,13,,,,,12,8,,9,,,,,0.0,0.0,,,,1.0,2.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,,,,
2585,I259,13,14,7,O6,,,,14,,,4,,,0,,,,,,7,,,,,11,,,,,,,6,5,,,,0,,,1,,,6,,,,,,4,,,,,5,,,,,,,3,2,,,,13,,,13,,,2,,,,,,9,,,,,4,,,,,,,10,12,,,1.0,1.0,,2.0,0.0,,,,0.0,5.0,,,,,,,2.0,,,,,,,,,,
2586,I259,13,11,8,O7,,,10,0,,,,,,,,5,10,,,,3,,,,11,,,7,4,,,,,,,1,7,,,,,,,,5,2,,,,3,,,,0,,,6,4,,,,,,,13,2,,,,,,,,9,13,,,,11,,,,13,,,8,10,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,0.0,,,1.0,,,3.0,0.0,,,
2587,I259,13,20,6,O8,,,3,,17,,,,,,,,,20,0,,,,,,8,0,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,10,,13,,,,,,,,,13,4,,,,,,11,7,,,,,,,,,,,,,,,3.0,,,,2.0,,3.0,,,,,,0.0,0.0,1.0,,,,,,,
2588,I259,13,12,8,O9,,,,,,,0,,,,,12,,,,1,0,9,,8,,0,,,,7,,,,,,,,,,6,,,,,0,,,,4,7,2,,3,,5,,,,1,,,,,,,,,,4,,,,,13,,,,10,2,13,,12,,7,,,,13,,,,,,,,,0.0,,,1.0,1.0,0.0,,,,1.0,,,,,0.0,,,,1.0,,0.0,,,
2589,I259,13,8,6,O10,,,,0,,7,0,8,,,,,,,1,,,,,,,,,,,,0,,,,,,4,,1,5,0,,,,,,,2,,,,,,,,,,,,3,,,,,,4,,13,2,13,,,,,,,13,,,,,,,,,,,,9,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,0.0,,0.0,,0.0,,,,,,
2590,I260,13,8,5,O1,8,6,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,9,6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0,,,,,0.0,,,2.0,,,,,,,
2591,I260,13,8,5,O2,,,,,,,,,,,,,,,,,,,,,,,,,11,5,4,9,8,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,11,13,13,13,,,1.0,2.0,,,,,,,,,,,2.0,,,11.0,,,,,1.0,,,,,,
2592,I260,13,11,7,O3,,,,,,9,,11,,,15,,,,,18,,,,,,0,,11,,0,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,6,,,,,,,,,8,,13,,,13,,,,,13,,,,,,4,,13,,2,,,,,,,,1.0,3.0,,,,,,,,,0.0,3.0,2.0,,,0.0,,,,,2.0,,,,
2593,I260,13,8,7,O4,,,,,7,,,,,8,,,9,9,,11,9,,,10,,,,,,,,,,,,,,4,,,,,0,,,3,1,,6,2,,,5,,,,,,,,,,,,,,10,,,,,13,,,13,13,,2,13,,,4,,,,,,,,,,,,,,,11.0,1.0,1.0,5.0,,,,2.0,2.0,,,,,,,,,,,,1.0,,,
2594,I260,13,14,6,O5,,,,,,,,1,,,,10,,,0,,,,,14,,,,,3,1,,,,,,,,,,,3,,,,1,,,5,,,,,0,,,,,2,4,,,,,,,,,,,9,,,,13,,,2,,,,,13,,,,,13,5,,,,,,,,0.0,,,,2.0,2.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,
2595,I260,13,10,7,O6,,8,,10,,,9,,,,,,,,,10,,,,,11,,,,,,,5,3,,4,,0,,,1,,,,,,,,,5,,,,,6,,,,,,,3,2,,8,,13,,,13,,,,,,,,,4,,,,,2,,,,,,,12,13,,2.0,0.0,1.0,,5.0,,,,,1.0,11.0,,,,,,,1.0,,,,,,,,,,
2596,I260,13,12,6,O7,,,7,,,,,,,,,,0,,,,0,,,,12,,,0,0,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,5,4,,,,,,,13,,,,,,,,,,12,,,,10,,,,13,,,2,6,,,,,,,,,,,,,,,,2.0,0.0,,,,,0.0,,,,1.0,,,0.0,0.0,,,
2597,I260,13,15,6,O8,,,1,,9,,,,,,,,,15,0,,,,,,6,0,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,10,,13,,,,,,,,,13,6,,,,,,12,8,,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,,,,0.0,0.0,0.0,,,,,,,
2598,I260,13,18,7,O9,,,,,0,,,,,,,18,,,,0,,2,,2,,0,,,,6,,,,,,,,6,,,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,2,,,,,,,13,,,,5,,12,,9,,4,,,,13,,,,,,,,,0.0,,,0.0,2.0,,,,0.0,1.0,,,,,0.0,,,,0.0,,,,,
2599,I260,13,11,6,O10,,,,0,,15,,11,,,,,,,5,,,,,,,0,,,,,2,,,,,,4,,1,,0,,,,,,,2,,,,,,,5,,,,,3,,,,,,8,,13,,13,,,,,,,13,,,,,,,2,,,,,11,,,,,,,1.0,,,,,,,,,,,3.0,,,0.0,0.0,1.0,,0.0,,,,,,
2600,I261,13,10,6,O1,10,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,13,13,12,10,8,4,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,
2601,I261,13,19,7,O2,,,,,,,,,,,,,,,,,,,,,,,9,8,14,11,10,14,19,,,,,,,,,,,,,,,,,,,,,,,6,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,4,6,8,10,12,13,13,,,2.0,2.0,,,,,,,,,,,2.0,,,4.0,,,,,2.0,,4.0,,,9.0,
2602,I261,13,10,8,O3,,,,,,16,,10,,,6,,,,11,12,,,,,,17,,14,,10,,,,,,,,,4,,0,,,1,,,,7,2,,,,,,5,,3,,6,,,,,,,,,8,,13,,,13,,,,2,13,,,,,,7,,10,,4,,,,,,,,1.0,2.0,,,,,,,,,5.0,4.0,0.0,,,5.0,11.0,,,,2.0,,,,
2603,I261,13,13,6,O4,,,,,8,,,,,13,,,6,9,,11,4,,,,,,,,,,,,,,,,,4,,,,,0,,,3,1,,5,2,,,,,,,,,,,,,,,,,8,,,,,13,,,9,13,,2,12,,,,,,,,,,,,,,,,,,11.0,2.0,1.0,,,,,2.0,4.0,,,,,,,,,,,,1.0,,,
2604,I261,13,20,7,O5,,,,,,11,,16,,,,15,,,,,,,,20,,,,,18,10,,17,,,,,,,6,,3,,,,1,,,,,,,,0,,,,,2,5,,4,,,,,,,2,,10,,,,13,,,,,,,,13,,,,,11,4,,7,,,,,5.0,4.0,,,,2.0,2.0,,,,,5.0,11.0,,3.0,,,,,,,,,,,
2605,I261,13,11,7,O6,,7,,11,,,13,,,,,,,,,0,,,,,0,,,,,,,14,15,,4,,0,,,1,,,,,,,,,5,,,,,6,,,,,,,3,2,,7,,13,,,13,,,,,,,,,4,,,,,2,,,,,,,10,13,,2.0,3.0,3.0,,0.0,,,,,2.0,0.0,,,,,,,1.0,,,,,,,,,,
2606,I261,13,5,7,O7,,,5,,,,,,,,,9,6,,,11,6,,,,5,,,10,,,,,,,,1,,,,,,,,,4,2,,,6,3,,,,0,,,5,,,,,,,,13,,,,,,,,,6,13,,,2,12,,,,13,,,4,,,,,,,,,,,11.0,,,,3.0,,0.0,1.0,,,,,,,,,0.0,,,5.0,1.0,,,
2607,I261,13,14,6,O8,,,8,,9,,,,,,,,,14,9,,,,,,11,19,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,10,,13,,,,,,,,,13,4,,,,,,13,5,,,,,,,,,,,,,,,2.0,,,,2.0,,1.0,,,,,,9.0,9.0,2.0,,,,,,,
2608,I261,13,15,5,O9,,,,,,,,,,,,15,,,,0,,7,,,,0,,,,11,,,,,,,,,,,,,,,0,,,,3,,2,,,,4,,,,1,,,,,,,,,,,,,,,13,,,,9,,12,,,,6,,,,13,,,,,,,,,0.0,,,,3.0,,,,,2.0,,,,,0.0,,,,2.0,,,,,
2609,I261,13,10,6,O10,,,,9,,8,,10,,,,,,,10,,0,,,,,,,,,,7,,,,,,4,,1,,0,,,,,,,2,,5,,,,,,,,,,3,,,,,,8,,13,,13,,,,,,,13,,4,,,,,,,,,,9,,,,,,,1.0,,,,,,,,,,,1.0,,,4.0,,2.0,,2.0,,,0.0,,,
2610,I262,13,14,6,O1,14,3,8,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,,5,,,,,,,,,,,,,,,,,,,,,13,13,12,10,8,,,,2,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,0.0,,,,,2.0,,,2.0,,,,,,,0.0
2611,I262,13,8,7,O2,,,,,,,,,,,,,,,,,,,,,,,11,9,7,13,6,7,8,,,,,,,,,,,,,,,,,,,,,,,6,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,2,3,7,9,13,13,13,,,1.0,1.0,,,,,,,,,,,3.0,,,2.0,,,,,1.0,,4.0,,,11.0,
2612,I262,13,11,5,O3,,,,,,,,11,,,10,,,,,13,,,,,,7,,7,,,,,,,,,,,,,0,,,1,,,,,2,,,,,,4,,3,,,,,,,,,,,,,13,,,13,,,,,13,,,,,,6,,9,,,,,,,,,,2.0,4.0,,,,,,,,,,,2.0,,,7.0,,,,,3.0,,,,
2613,I262,13,11,7,O4,,,,,7,,,,,11,,,17,15,,,11,0,,9,,,,,,,,,,,,,,4,,,,,0,,,3,1,,,2,6,,5,,,,,,,,,,,,,,11,,,,,13,,,12,13,,,13,4,,8,,,,,,,,,,,,,,,,1.0,2.0,4.0,,,,4.0,2.0,,,,,,,,,,0.0,,2.0,,,
2614,I262,13,23,7,O5,,,,,,,,26,,,9,25,,,18,,,,,23,,,,,27,,,23,,,,,,,,,3,,,6,1,,,5,,,,,0,,,,,2,,,4,,,,,,,,,10,,,4,13,,,5,,,,,13,,,,,12,,,7,,,,,7.0,6.0,,,,3.0,4.0,,,,,,,9.0,5.0,,,9.0,,,,,,,,
2615,I262,13,10,6,O6,,0,,10,,,4,,,,,,,,,0,,,,,,,,,,,,0,1,,4,,0,,,1,,,,,,,,,5,,,,,,,,,,,,3,2,,3,,13,,,13,,,,,,,,,2,,,,,,,,,,,,11,13,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,,1.0,,,,,,,,,,
2616,I262,13,11,8,O7,,,4,11,,,,,,,,7,2,,,,4,,,,11,,,9,5,,,,,,,1,7,,,,,,,,5,2,,,,3,,,,0,,,6,4,,,,,,,13,2,,,,,,,,7,13,,,,13,,,,13,,,3,11,,,,,,,,,,,,,,2.0,,1.0,0.0,,,,,1.0,11.0,,,0.0,,,4.0,0.0,,,
