"SEGMENT","ALTERNATE_NAMES","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"S8","I294","+","+","+","+","-","+","-","-","+","+","+","+","+","-","+","+","+","+","+","+","+","-","-","-","+","+","-","-","+"
"S9","I294","-","+","+","+","-","+","-","-","-","-","-","-","-","-","-","-","+","+","-","-","-","-","+","-","+","-","+","+","-"
"S10","I294","-","-","-","+","-","+","+","+","+","+","+","+","-","-","+","-","-","+","-","-","+","-","-","+","+","+","+","+","+"
"S11","I294","+","+","+","-","-","-","-","+","+","-","+","-","+","+","-","+","+","-","-","+","-","-","+","-","-","-","-","-","+"
"S12","I294","-","-","-","-","-","-","+","-","-","-","-","+","+","-","-","-","-","+","+","+","-","+","+","-","+","-","-","-","-"
"S13","I294","-","-","+","-","+","-","+","+","+","-","-","+","+","+","+","+","-","-","-","-","+","-","+","+","-","+","+","+","+"
"S14","I294","+","+","-","+","-","+","-","+","-","+","+","+","+","+","+","+","-","-","-","+","-","-","-","-","-","-","+","+","+"
"S15","I294","-","+","+","-","-","-","+","-","+","-","-","-","+","+","-","-","+","+","-","+","+","+","+","+","+","-","-","+","-"
"S1","I295","+","+","-","-","+","-","-","-","+","+","+","+","-","-","-","-","-","+","+","-","-","-","+","-","+","-","+","-","-"
"S2","I295","-","-","+","+","+","-","+","+","+","+","-","+","-","+","+","+","+","+","+","-","+","+","-","-","+","+","+","-","-"
"S3","I295","+","+","+","+","+","+","+","+","+","+","+","-","+","-","-","+","+","-","-","+","+","+","-","-","+","+","+","+","-"
"S4","I295","+","-","-","-","+","+","-","+","-","-","-","-","+","+","-","+","-","-","+","-","+","+","+","+","+","-","-","-","+"
"S5","I295","+","-","-","+","-","+","-","+","+","-","+","-","+","+","-","+","-","-","-","-","-","+","+","+","+","-","+","+","-"
"S6","I295","+","-","-","+","+","+","-","-","-","-","+","-","-","+","-","+","-","-","-","+","-","-","-","+","+","-","+","+","+"
"S7","I295","-","+","+","-","+","+","-","-","+","+","-","+","+","-","-","+","-","-","-","+","-","+","-","+","-","-","-","-","-"
"S8","I295","-","+","-","-","+","+","-","-","-","-","+","-","+","-","-","+","-","-","+","+","+","+","-","-","-","+","+","+","-"
"S9","I295","+","+","+","+","-","-","+","+","-","-","+","-","+","-","-","+","-","-","+","+","-","-","+","-","+","-","-","+","-"
"S10","I295","-","+","-","-","-","-","-","+","-","+","+","+","+","-","+","+","-","+","-","-","+","+","+","+","+","-","-","-","-"
"S11","I295","+","+","-","+","-","+","+","-","-","+","+","+","+","+","+","-","+","-","+","-","-","-","-","+","+","-","-","-","+"
"S12","I295","-","+","+","+","+","+","-","-","-","+","-","+","+","+","-","+","-","-","+","+","-","+","-","+","+","-","+","-","-"
"S13","I295","+","-","+","-","+","+","-","+","+","-","+","+","+","+","-","-","+","-","+","-","+","+","+","+","+","-","-","+","-"
"S14","I295","+","-","-","-","+","+","+","-","+","-","-","-","-","-","+","+","-","+","+","-","-","+","-","-","+","+","-","+","+"
"S15","I295","+","-","+","+","+","+","-","+","+","+","-","-","+","-","-","-","+","+","+","-","-","+","-","-","-","-","-","+","-"
"S1","I296","-","+","+","+","-","-","-","+","-","+","+","+","+","+","+","+","-","-","-","-","+","+","-","+","+","+","-","+","+"
"S2","I296","-","-","-","-","-","-","-","-","+","-","+","+","-","-","-","-","+","+","-","-","-","-","+","+","-","-","-","-","+"
"S3","I296","-","-","+","+","-","+","-","-","-","-","-","-","+","+","+","+","+","-","-","+","-","-","+","+","-","-","-","+","-"
"S4","I296","+","-","+","-","-","+","-","-","+","-","+","+","+","+","-","+","-","+","+","-","+","-","-","+","+","+","-","-","-"
"S5","I296","+","+","+","-","-","-","+","-","-","-","+","-","-","-","-","-","-","-","-","-","-","-","-","+","+","-","-","-","-"
"S6","I296","+","+","-","-","+","+","+","-","-","-","-","-","+","-","+","+","-","+","-","+","-","-","+","+","+","-","+","-","-"
"S7","I296","+","-","-","-","-","+","+","-","-","-","+","+","+","-","-","+","-","-","-","-","-","-","+","-","-","-","-","+","+"
"S8","I296","+","+","+","-","+","-","-","-","-","+","-","-","-","-","+","-","+","+","-","-","+","+","+","-","+","-","-","-","-"
"S9","I296","-","-","+","-","+","+","-","-","+","+","+","+","+","+","+","+","-","+","-","-","+","+","-","-","-","-","-","+","-"
"S10","I296","-","+","-","+","-","+","+","-","+","-","+","+","+","-","-","-","+","+","+","-","-","+","+","+","-","+","-","-","+"
"S11","I296","+","-","+","-","-","-","+","+","+","-","+","-","+","+","-","-","-","-","+","+","+","+","+","+","+","-","-","-","+"
"S12","I296","-","-","-","-","+","-","-","-","-","-","-","+","+","-","+","-","+","+","+","+","-","+","+","-","+","+","-","-","+"
"S13","I296","-","+","-","-","+","+","+","+","-","+","+","+","-","-","+","-","+","-","-","+","-","-","+","-","+","+","+","+","-"
"S14","I296","+","+","+","+","+","+","+","-","+","+","+","-","-","-","-","+","+","+","-","+","-","+","+","-","+","+","+","-","-"
"S15","I296","+","+","-","+","-","+","+","+","-","-","-","-","+","-","-","-","-","-","-","+","-","+","-","+","+","+","+","-","-"
"S1","I297","-","-","-","-","+","-","+","-","-","-","+","+","+","-","-","-","+","-","-","-","-","-","+","+","-","+","-","-","+"
"S2","I297","-","+","+","-","+","-","+","+","+","+","-","+","+","+","+","+","-","+","+","+","-","-","-","-","+","+","+","-","+"
"S3","I297","+","+","-","+","+","+","+","+","-","-","+","+","-","-","-","+","-","+","+","-","+","-","-","+","-","+","-","-","-"
"S4","I297","+","+","-","-","+","+","-","+","+","-","-","-","-","-","-","-","-","-","+","-","-","+","+","-","+","-","-","-","+"
"S5","I297","+","+","-","-","+","-","-","+","+","-","+","+","+","-","+","-","+","-","+","+","-","+","-","+","-","+","-","-","-"
"S6","I297","+","+","+","-","-","+","+","-","+","+","-","-","+","+","-","+","-","-","-","-","+","+","+","-","-","+","-","-","+"
"S7","I297","-","+","+","+","+","-","+","+","-","+","+","-","+","-","-","-","-","-","-","-","+","-","-","+","-","-","+","-","+"
"S8","I297","-","+","-","-","-","-","-","+","-","-","-","+","+","-","-","+","-","-","+","+","-","+","+","+","-","-","+","+","-"
"S9","I297","+","+","-","-","-","+","-","-","+","+","-","+","+","+","-","+","-","+","-","-","+","-","+","-","+","+","+","-","+"
"S10","I297","+","-","+","+","-","-","+","-","+","-","+","+","-","+","-","+","-","-","-","-","-","-","+","-","-","+","+","+","-"
"S11","I297","-","+","-","-","-","+","-","-","+","+","+","-","+","-","+","+","-","+","-","+","+","+","-","+","-","-","-","-","+"
"S12","I297","-","+","-","-","-","-","+","+","-","+","+","+","+","+","-","-","+","+","+","-","+","+","-","-","+","-","-","+","-"
"S13","I297","-","+","+","-","-","-","-","-","-","+","-","-","-","+","+","-","+","+","-","-","+","-","+","-","+","-","+","+","-"
"S14","I297","-","-","+","+","-","+","+","+","-","+","-","-","-","+","+","-","+","+","+","-","-","+","+","-","+","-","+","+","+"
"S15","I297","+","-","+","+","-","-","-","+","-","+","-","-","+","+","+","-","-","+","-","+","-","-","+","-","-","-","-","+","-"
"S1","I298","-","+","+","-","+","-","+","+","-","-","-","-","+","-","+","-","-","-","-","+","+","-","+","+","+","-","-","+","-"
"S2","I298","+","+","-","-","-","-","-","-","+","-","-","+","+","-","+","+","+","+","+","+","-","+","+","-","+","+","-","+","+"
"S3","I298","-","-","+","+","-","+","-","-","+","+","-","-","-","-","+","+","-","-","-","-","+","+","+","-","-","-","-","-","-"
"S4","I298","-","-","-","+","+","+","+","-","+","-","-","-","+","+","+","+","+","-","+","+","+","+","+","-","+","-","+","-","+"
"S5","I298","-","-","+","+","+","-","-","+","-","-","+","-","-","-","-","+","+","+","-","+","+","-","-","+","+","-","-","+","-"
"S6","I298","-","-","-","+","+","+","+","+","-","-","+","+","-","+","-","-","-","-","-","+","+","+","-","-","-","-","+","-","+"
"S7","I298","+","+","-","-","-","+","-","+","-","-","+","+","+","-","-","-","-","-","-","-","-","+","+","-","-","+","-","+","+"
"S8","I298","+","-","-","+","+","+","+","+","-","+","+","+","+","-","+","+","-","+","-","+","+","+","-","-","+","+","+","+","-"
"S9","I298","-","-","+","+","-","+","+","+","-","+","+","-","-","+","+","+","+","-","+","-","+","-","-","-","+","+","-","+","-"
"S10","I298","-","+","-","-","-","+","+","-","-","+","-","+","+","-","+","+","-","+","-","-","+","-","+","+","+","+","+","+","-"
"S11","I298","-","-","+","+","+","-","-","-","+","+","-","-","-","-","-","-","+","+","+","+","-","-","+","-","-","+","-","+","+"
"S12","I298","+","+","+","-","+","+","-","+","+","+","-","-","+","+","-","-","+","+","-","+","+","+","-","+","+","-","+","-","-"
"S13","I298","-","+","+","+","+","-","-","+","+","-","-","-","-","+","-","-","+","-","+","-","-","-","-","+","+","+","+","-","-"
"S14","I298","-","+","-","-","-","+","+","+","-","+","+","+","-","+","-","+","+","-","-","-","-","-","+","-","+","-","-","+","-"
"S15","I298","+","-","-","+","-","+","+","+","-","+","-","+","+","-","+","+","+","-","-","-","-","+","-","-","+","+","-","-","-"
"S1","I299","+","-","+","-","+","-","+","-","+","-","+","+","+","+","+","+","-","-","-","-","+","+","+","-","+","-","-","+","-"
"S2","I299","+","-","+","-","-","-","+","-","+","+","+","-","-","+","+","-","+","-","+","-","-","-","-","-","+","+","+","-","+"
"S3","I299","+","+","+","+","+","+","+","+","+","-","+","-","-","+","+","-","-","-","-","-","-","-","-","+","+","-","+","+","-"
"S4","I299","-","+","+","+","-","+","-","-","+","-","+","+","+","-","-","+","-","-","+","+","+","-","-","+","+","-","-","+","-"
"S5","I299","+","+","-","-","-","-","-","-","+","-","+","-","+","+","+","-","+","+","+","+","-","+","-","-","+","+","-","-","+"
"S6","I299","-","-","-","+","-","-","-","-","+","-","+","+","-","+","-","-","-","+","-","-","+","+","-","+","+","-","-","+","-"
"S7","I299","+","+","+","+","+","-","-","-","-","-","+","-","-","-","-","+","-","-","-","+","+","+","+","+","+","-","+","+","+"
"S8","I299","-","+","+","+","+","+","+","+","+","+","+","+","-","+","+","+","+","-","+","-","+","-","+","+","+","+","+","+","-"
"S9","I299","-","-","-","-","-","+","+","-","+","-","-","+","-","+","-","+","-","-","+","+","-","-","+","-","+","-","+","-","-"
"S10","I299","+","+","+","+","+","+","-","+","-","+","+","+","-","-","-","+","-","+","-","-","+","+","-","+","+","-","+","+","-"
"S11","I299","-","+","-","+","-","-","-","-","+","+","-","+","-","-","+","-","+","+","+","-","-","+","-","+","-","-","-","-","-"
"S12","I299","+","+","-","-","+","+","-","-","-","+","+","-","-","-","+","-","-","-","-","-","+","-","+","-","+","+","-","-","+"
"S13","I299","-","-","-","-","-","-","-","-","+","-","-","+","-","+","+","-","+","+","+","-","+","+","-","+","-","-","-","+","+"
"S14","I299","+","+","+","-","-","-","+","-","+","+","+","+","+","+","-","-","+","+","+","-","-","-","-","+","+","+","-","+","-"
"S15","I299","-","-","+","-","-","-","+","+","-","+","+","+","-","+","-","-","+","-","-","+","+","+","-","+","-","+","-","+","+"
"S1","I300","+","+","+","+","-","-","+","+","-","-","+","-","-","-","-","+","-","-","+","-","+","+","-","+","-","+","+","+","-"
"S2","I300","-","+","-","-","+","+","-","+","-","-","+","-","+","+","-","+","+","-","+","+","+","+","+","-","+","+","+","+","+"
"S3","I300","-","+","-","+","+","+","-","-","-","+","+","+","+","+","+","-","+","+","+","-","+","-","+","+","-","-","+","-","-"
"S4","I300","-","+","-","+","+","+","+","-","+","+","-","+","-","+","+","-","+","+","+","-","-","-","-","-","-","+","-","+","-"
"S5","I300","-","-","-","-","+","+","-","+","+","+","-","-","+","+","-","+","+","-","-","-","-","-","-","-","+","-","+","+","-"
"S6","I300","-","-","-","+","+","+","+","+","+","-","-","-","-","-","-","-","+","-","+","+","+","+","+","-","-","-","+","+","-"
"S7","I300","-","+","-","-","+","+","-","+","-","+","+","+","-","+","-","-","-","+","-","+","-","+","-","-","+","-","-","-","-"
"S8","I300","+","+","-","+","+","-","-","-","+","+","-","+","-","-","-","-","+","+","-","-","-","+","-","+","-","+","+","-","-"
"S9","I300","+","+","+","+","+","-","-","+","-","+","+","-","+","-","+","-","-","+","+","+","+","-","+","+","-","+","+","+","+"
"S10","I300","+","+","-","-","+","+","-","+","+","+","+","+","+","-","+","+","-","-","-","-","+","-","-","-","-","+","+","+","+"
"S11","I300","+","-","-","+","-","+","-","+","-","-","-","+","+","+","+","+","-","+","-","+","+","+","+","-","-","-","-","+","+"
"S12","I300","+","+","-","+","+","-","+","-","-","+","+","+","-","-","+","-","-","+","-","-","-","+","-","+","-","-","-","-","+"
"S13","I300","-","+","-","+","-","+","-","-","+","+","+","-","-","+","+","+","-","-","-","-","+","-","-","+","-","-","+","+","-"
"S14","I300","+","-","+","-","-","-","+","-","-","-","+","-","-","+","+","+","-","+","+","+","+","+","-","+","+","-","+","-","+"
"S15","I300","-","-","-","-","-","-","+","-","-","+","-","+","-","+","-","+","+","-","+","-","+","-","-","-","-","-","-","+","-"
"S1","I301","-","+","-","+","-","-","-","-","-","-","+","+","+","-","-","+","+","-","+","+","-","-","-","-","+","+","+","+","+"
"S2","I301","-","-","+","-","-","+","+","+","-","+","+","-","-","+","+","-","+","+","+","-","-","-","-","+","+","-","+","-","+"
"S3","I301","-","+","-","-","+","-","-","+","+","-","+","+","+","+","+","+","-","-","+","-","-","-","-","+","-","-","-","-","-"
"S4","I301","-","-","-","-","+","+","+","-","-","+","+","+","-","-","-","+","+","+","-","+","-","-","-","-","-","-","-","-","-"
"S5","I301","-","-","+","-","+","+","-","+","+","-","+","+","+","+","-","+","+","+","-","+","+","-","-","-","+","+","-","+","+"
"S6","I301","-","-","+","+","-","-","-","-","+","+","+","-","-","-","+","-","-","+","+","-","-","-","+","+","-","-","+","+","+"
"S7","I301","-","+","+","+","+","-","-","+","-","-","-","-","-","-","+","-","+","+","+","-","-","-","-","+","-","-","+","+","+"
"S8","I301","+","-","+","+","-","+","+","-","-","-","-","-","-","-","-","+","-","+","+","-","-","+","-","+","+","-","+","+","-"
"S9","I301","-","+","+","+","-","-","+","-","-","-","+","-","+","+","+","+","+","-","-","-","-","-","-","-","+","+","-","+","-"
"S10","I301","-","-","+","-","+","-","+","-","+","-","+","+","+","+","+","+","-","+","-","-","-","+","-","+","+","+","-","+","-"
"S11","I301","+","-","+","+","-","-","+","-","-","+","+","-","-","+","+","-","+","-","+","+","-","-","-","+","-","+","+","+","+"
"S12","I301","+","-","+","-","+","-","-","+","-","+","-","+","-","+","+","-","+","-","+","+","+","-","-","-","-","-","+","+","-"
"S13","I301","-","+","+","-","+","-","+","+","-","+","-","-","+","+","-","-","+","-","+","-","-","+","-","-","-","-","+","+","-"
"S14","I301","-","+","+","+","-","+","-","-","-","+","+","+","+","+","+","-","-","-","+","-","+","-","+","-","+","-","-","+","-"
"S15","I301","+","-","+","+","-","+","-","-","-","+","-","-","+","+","-","-","-","-","+","+","+","-","-","+","+","-","+","-","+"
"S1","I302","-","+","+","-","-","+","-","-","+","-","-","-","-","-","-","+","-","+","-","-","+","+","-","+","-","+","-","+","-"
"S2","I302","+","+","+","-","-","+","+","+","+","+","+","+","+","+","+","+","-","+","-","+","-","-","-","+","+","+","-","+","-"
"S3","I302","-","+","-","-","-","+","+","-","+","+","+","+","+","-","-","-","+","-","-","-","-","+","+","-","+","+","-","-","+"
"S4","I302","-","+","-","+","-","-","+","+","-","+","-","+","+","-","+","-","+","-","-","+","+","+","+","-","+","-","+","-","-"
"S5","I302","-","+","-","+","-","-","+","-","+","+","-","+","-","-","-","-","-","+","+","-","+","-","-","+","+","+","+","+","-"
"S6","I302","-","-","+","-","-","-","-","+","+","+","+","-","-","-","-","+","-","-","+","+","-","-","+","+","+","-","+","+","+"
"S7","I302","-","+","-","+","-","+","+","+","-","-","-","-","+","-","+","-","+","+","-","+","-","-","+","+","+","-","+","+","-"
"S8","I302","-","-","+","+","+","+","+","+","+","+","+","-","+","+","+","+","+","+","-","+","+","-","-","-","-","+","-","+","-"
"S9","I302","+","-","+","+","-","-","+","+","+","+","+","-","+","+","-","-","+","-","-","-","+","-","-","-","+","+","+","-","-"
"S10","I302","-","-","-","+","-","+","-","+","+","-","+","+","-","-","+","-","-","-","-","+","-","+","+","+","+","-","-","+","-"
"S11","I302","-","+","+","-","+","+","-","+","-","+","+","+","+","+","-","-","-","+","-","+","+","+","+","-","-","-","-","+","-"
"S12","I302","-","+","+","+","+","+","-","-","+","-","-","+","+","-","+","+","+","+","-","-","+","-","+","-","+","+","+","-","+"
"S13","I302","+","+","+","-","-","-","+","+","-","-","+","-","+","-","+","+","-","-","-","+","+","+","-","+","-","-","-","-","-"
"S14","I302","-","+","+","+","+","-","+","+","+","+","-","-","+","+","+","+","+","+","+","+","-","-","+","-","+","-","+","+","+"
"S15","I302","+","+","-","-","-","-","+","+","+","-","-","+","-","+","-","+","+","-","+","-","-","-","+","+","+","+","+","-","+"
"S1","I303","-","-","+","-","-","+","+","-","-","+","-","-","-","+","+","+","-","+","+","-","+","+","-","-","-","+","+","-","-"
"S2","I303","-","+","+","-","+","-","+","-","-","-","-","-","-","+","-","+","+","-","+","-","-","+","+","+","+","+","+","+","-"
"S3","I303","-","-","+","+","-","-","-","-","+","-","-","-","+","-","+","+","-","-","+","-","+","+","+","+","+","+","+","+","-"
"S4","I303","+","-","+","-","+","+","+","-","+","+","+","+","-","+","-","-","+","+","-","-","-","+","+","-","-","-","-","-","+"
"S5","I303","-","-","+","+","+","-","+","+","-","-","+","+","+","+","-","+","-","-","-","-","+","+","-","+","+","-","-","-","+"
"S6","I303","+","+","+","+","+","-","-","+","+","-","-","+","+","+","-","-","+","+","+","+","-","-","-","-","+","-","+","-","+"
"S7","I303","+","+","+","+","-","+","-","-","-","-","+","+","-","+","+","+","-","+","+","+","-","-","+","-","+","-","+","-","-"
"S8","I303","+","-","-","-","-","+","+","+","+","-","+","+","-","+","+","-","-","-","+","+","-","+","-","-","+","-","+","+","+"
"S9","I303","-","-","-","-","-","+","+","+","-","+","+","-","-","+","+","-","-","+","-","+","-","+","+","-","+","+","+","-","+"
"S10","I303","+","-","+","+","-","-","-","+","-","-","-","+","+","-","+","-","-","+","-","-","+","-","-","-","+","-","+","+","+"
"S11","I303","-","-","+","+","+","-","+","+","-","-","-","-","-","-","-","+","-","+","+","-","-","-","+","+","+","+","+","+","+"
"S12","I303","+","-","-","+","+","-","-","-","-","+","-","+","+","+","+","+","+","+","-","+","+","+","+","+","-","-","-","+","-"
"S13","I303","-","-","-","-","-","+","-","+","+","+","+","+","-","-","+","+","-","-","-","-","-","+","+","-","+","+","+","+","-"
